id,type,tileType,health,damageable,destructible,dontDestroy,immune,lootTable,lootOnDmg,dontDropSelf,dontDropLoot,mineable,diggable,requiresDrill,tileCD,plant,growing,critter,catTags
CrystalCicada,PlaceablePrefab,none,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CrystalCrust,PlaceablePrefab,chrysalis,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
CrystalDestructible,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
CrystalDestructibleDebris,NonObtainable,debris,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
CrystalHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalKelp,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalLamp,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CrystalMerchant,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CrystalMerchantSpawnItem,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CrystalMeteor,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CrystalMeteorBoulder,NonObtainable,none,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CrystalMeteorShard,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalMeteorShardOffhand,Offhand,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalSpearhead,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalSphere,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalSpikeTrail,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalStar,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalTent,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CrystalWater,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CultistColossCicada,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CupidArrowProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CupidBow,RangeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CupidBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cytoplasm,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DaggerFin,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DancerBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DancerHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DancerPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DarkBlueKelp,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DarkLavaEater,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DataSlate,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeadTree,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DecorativePot,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DecorativeTorch1,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DeepspaceLog,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Deepstalker,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeflectProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DelayCircuit,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
DesertBossStatue,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DesertBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertBrute,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
DesertBush,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DesertCavelingMoss,PlaceablePrefab,chrysalis,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
DesertCicadaEnemy,Creature,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertDestructible,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
DesertDestructibleDebris,NonObtainable,debris,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DesertDiamond,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertExplosiveWallExplosion,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertGemstone,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertGuardianBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertGuardianHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertGuardianPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DesertRock1,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DesertRock2Left,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DesertRock2Right,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DesertRock3Left,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DesertRock3Right,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DesertRockSmall,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DesertTempleDestructible,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
DesertTempleDestructibleDebris,NonObtainable,debris,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DevilWorm,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DiggingSpot,NonObtainable,none,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
DiggingSpotDesert,NonObtainable,none,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
DiggingSpotExcavation,NonObtainable,none,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
DiggingSpotLava,NonObtainable,none,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
DiggingSpotNature,NonObtainable,none,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
DiggingSpotSea,NonObtainable,none,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
DistilledSlime,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DistilleryTable,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DiverArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DiverHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DiverNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DiverPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DiverRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dodo,Creature,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
DodoBaby,Creature,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
DoubleRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DragonMaskHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DreamerBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DreamerHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DreamerPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dresser,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DriftwoodStool,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DriftwoodTable,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Drill,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DrillMonument,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
DrillTool,DrillTool,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DrillToolScarlet,DrillTool,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DroppedItem,NonUsable,none,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
DryButterfly,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DugUpClayGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DugUpCrystalGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DugUpGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DugUpMeadowGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DugUpMoldGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DugUpNatureGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DugUpOasisGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DugUpSeaGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DugUpStoneGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DugUpTurfGround,NonObtainable,dugUpGround,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
DynamitePack,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EarPlate,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EarlyHumanSkull,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterAzeosTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EasterChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EasterChickenHat,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterChickenPants,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterChickenSuit,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterDaisyFloorspread,PlaceablePrefab,looseFlooring,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
EasterEggClay,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterEggDirt,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterEggFlowerpot,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EasterEggLamp,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EasterEggNature,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterEggStone,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterEggcellentHat,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterEggcellentPants,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterEggcellentSuit,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EasterGarland,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EasterGoldenEgg,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EasterMeadowStool,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EasterMeadowTable,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EasterPedestal,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EasterPillar,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
EasterWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EchoMapAlienTerminal1,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EchoMapAlienTerminal2,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EchoMapAlienTerminal3,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EchoMapBindingString,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EchoMapFishingMerchant,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EchoMapShrineRoom,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EchoMapTitanTemple,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EchoMapWorshipMural,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EerieChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EerieDresser,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EerieFloor,PlaceablePrefab,floor,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
EerieRug,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
EerieStool,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EerieTable,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EerieTreeLight,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Egg,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EggIncubator,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ElderDragonfish,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ElectricProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ElectricalDoor,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ElectricalDropGate,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ElectricalWire,PlaceablePrefab,circuitPlate,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
ElectricityGenerator,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ElectricityStick,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ElectronicsTable,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EmberPit,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EmeraldFeatherFish,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EmptyGrave,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EnchantedRose,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EnemySpawnerPlatform,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
EnergyProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EnhydroCrystal,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EnragePotion,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EostreNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EventTerminal,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
EvilEyeCandy,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExcavationBossStatue,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ExcavationBridge,PlaceablePrefab,bridge,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
ExcavationBrokenRobotDecorationCharger,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
ExcavationBrokenRobotDecorationCharger2,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
ExcavationBrokenRobotDecorationPatroller,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
ExcavationBrokenRobotDecorationSwarmer,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
ExcavationBrokenRobotDecorationSwarmer2,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
ExcavationBurnerRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExcavationDestructibleDebris,NonObtainable,debris,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
ExcavationDestructibleReinforcedBox,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
ExcavationDestructibleSteelBox,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
ExcavationDoor,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ExcavationDrillDoor,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ExcavationDungeonDestructibleDebris,NonObtainable,debris,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
ExcavationMoss,PlaceablePrefab,chrysalis,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
ExcavationPedestal,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ExcavationScrewNutRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExcavationSign,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ExcavationStatue,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ExcavationVoidMoss,PlaceablePrefab,chrysalis,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
ExcavationWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ExplorerBackpack,Bag,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExplorerHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Explosion,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExplosiveBarrel,PlaceablePrefab,none,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1
ExplosiveMinion,Creature,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExplosiveWallExplosion,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FallingExcavationRockDestructible,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
FallingExcavationRockMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
FallingRockDestructible,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
FallingRockMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
FangNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FarmerHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FeatherFishScale,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FeatherTree,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FeatherTreeCyan,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Fiber,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FieryExplosion,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FieryExplosionSmall,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FireAoeDamage,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FireGrenade,ThrowingWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FireGrenadeProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FireMiteMinion,Creature,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FireTrap,NonObtainable,none,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
FireballExplosiveProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FireballProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FireballStaff,RangeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FireworkBig,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FireworkBlue,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FireworkGreen,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FireworkPurple,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FireworkRed,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FireworkYellow,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FishFossil,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FishPouch,Pouch,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FishShoal,NonObtainable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FishingMerchant,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
FishingNet,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FishingNetRack,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FishingWorkBench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FizzyCrystal,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FlameNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FlameRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flamethrower,BeamWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FlamethrowerTurret,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FleshKelp,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FlintlockMusket,RangeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FlintlockMusketProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FloatyMold,NonObtainable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FloorPillow,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FoodRation,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ForkedCoral,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FrankensteinCavelingBruteTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FrankensteinHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FrozenFlame,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FruitBasket,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FruitBread,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FungalBone,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FungalGrowth,PlaceablePrefab,chrysalis,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
Furnace,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FuryForge,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
FusionAlloy,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FusionedChunkNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteAnvil,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GalaxiteBar,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteBridge,PlaceablePrefab,bridge,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GalaxiteChakram,RangeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GalaxiteDagger,MeleeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteDoor,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GalaxiteEnergyProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteFence,PlaceablePrefab,fence,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
GalaxiteFenceGate,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GalaxiteFishingRod,FishingRod,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
